cluster,pct_FF,pct_SI,pct_FC,pct_SL,pct_CH,pct_CU,pct_FS,pct_KC,pct_ST,pct_KN,avg_velo_FF,spin_overall,groundball_rate,whiff_rate
R_0,0.3198369381555005,0.2309531865935432,0.08925983863161871,0.0053630283727673644,0.02471441541412138,0.036713521994558754,3.469446951953614e-18,0.010736388548463087,0.2747620422261043,0.0,93.46502588316442,2427.755715383748,0.41302426476506227,0.24141124651180465
R_1,0.47170040431080607,0.09546484794511571,0.03221538578004546,0.31352597921334463,0.052007635826128565,0.032341401055950174,0.0024874492425508293,2.0816681711721685e-17,5.204170427930421e-18,0.0,94.1791489421608,2326.089727183652,0.39876767481867104,0.25720764501221033
R_2,0.36675499979814274,0.1788999022826752,0.11809821314213356,0.08083062231724356,0.05936617517707879,0.1907345740909672,0.0023003937225379977,1.0408340855860843e-17,5.204170427930421e-18,0.0,92.94807966691708,2305.534910702699,0.43583250927140443,0.20842677792673428
R_3,0.0,0.37958768582134017,0.2648827833108903,0.1934724905905836,0.07566875839037984,0.06943511057678822,3.469446951953614e-18,0.0,0.016953171310017785,0.0,1.4210854715202004e-14,2227.9767444550016,0.5013126960711072,0.22065027271844778
R_4,0.4499196173337755,0.0940749595870755,0.020307018539599493,0.14406119557232655,0.22327908775553382,0.05737473275099164,1.2994438380382889e-05,0.010749323328403738,2.6020852139652106e-18,0.0,92.58341789180757,2092.36241702129,0.43146506111447963,0.22251913415238006
R_5,0.38010006827214415,0.15304344959015892,0.033893242995115085,0.13561253086699446,0.0172402157095487,0.033477727239662754,0.23952790851365757,0.0067830948749562706,8.673617379884035e-19,0.0,92.25582764158784,2017.4598175120313,0.4309797658125229,0.24765355443288806
R_6,0.14446281923715054,0.4718982821010622,0.03034749812244763,0.18466677931210265,0.10247437816192083,0.04610064750816238,0.008697773157426158,0.011220627612837777,2.6020852139652106e-18,0.0,92.97675593545436,2147.438568997262,0.5137419341510936,0.1953860824679768
R_7,0.378259761403063,0.14802231273863153,0.09011110342052728,0.06265169361685488,0.054709439403935176,0.004839873062719852,0.006697831118100338,0.25327575025224797,2.6020852139652106e-18,0.0,93.75246758312035,2324.984684645155,0.4590176823759346,0.24675489624394928
R_8,0.1359608928430044,-2.7755575615628914e-17,0.0,0.0,0.0,0.04960835509138381,0.0,0.0,8.673617379884035e-19,0.5706730489164098,83.77588797814208,1787.8999853672813,0.45550100018185125,0.16196382803810627
L_0,0.48355231164685863,0.08945687505288019,0.01795694799275675,0.29006752264571894,0.0826507984837,0.026907681289867334,0.0036839065240502197,0.00570420912878097,4.336808689942018e-18,0.0,93.68515774530522,2262.5627313246027,0.4268228656232909,0.2526358844255787
L_1,0.3942799624208291,0.18855735366135634,0.012162853460385585,0.0586681937006209,0.15110657496233304,0.1921087639343993,5.204170427930421e-18,-1.3877787807814457e-17,0.002201470147014701,0.0,91.21704724706233,2180.705899787295,0.4487273720833454,0.19860984897828848
L_2,0.27766566315730934,0.17585214985956532,0.24455552805577865,0.04812536337603375,0.1754547097139575,0.07449658583735551,1.734723475976807e-18,0.003850000000000006,-8.673617379884035e-19,0.0,90.51819969305993,2067.85874845528,0.4666904023335941,0.20163276500122726
L_3,0.09836887340400319,0.5658391680827473,0.030695330178523342,0.21056046236269743,0.0798413368561898,0.006818934127772264,1.734723475976807e-18,0.007875894988066828,-8.673617379884035e-19,0.0,91.62924480703327,2075.4578156796715,0.6385170670588498,0.20917682722166336
L_4,0.49860609637445186,0.039097747921828935,0.02485065710872163,0.12225247370324624,-1.3877787807814457e-17,0.05491120254811177,0.26028182234363956,0.0,-8.673617379884035e-19,0.0,93.62572551160544,2011.4198265133348,0.4479494505333456,0.2708799392357165
L_5,0.2939666799609685,0.22676648655029488,0.04799259472700339,0.0443075041919721,0.13362803646079607,0.0,-1.734723475976807e-18,0.25333869810896503,-8.673617379884035e-19,0.0,91.29661494551203,2172.8743077985587,0.45148290831471216,0.20811521545579037
L_6,0.0,0.6102373883473432,6.938893903907228e-18,0.13039679015920813,0.16469081400270152,0.06442589717046239,0.0,0.030249110320284694,8.673617379884035e-19,0.0,0.0,2077.7060807150096,0.4649535956057555,0.2539864279532663
L_7,0.3550243641000684,0.23333939098990322,6.938893903907228e-18,0.0,0.055350553505535055,0.01836393989983305,0.0,0.0,0.3252818612492544,0.0,91.25636043995674,2245.6042897449006,0.4625143184421535,0.2546581705116886
