cluster,pct_FF,pct_SI,pct_FC,pct_SL,pct_CH,pct_CU,pct_FS,pct_KC,pct_ST,pct_KN,avg_velo_FF,spin_overall,groundball_rate,whiff_rate
R_0,0.4605424199771968,0.057279652709952764,0.027139636134137862,0.15011511520802856,0.2247225617627086,0.07559494559195229,0.0023233735458971054,-6.938893903907228e-18,0.0019995877138734262,0.0,92.89213837025017,2126.5141412883845,0.41383535212538014,0.22077684248704935
R_1,0.28695123589770233,0.13188821200333228,0.3473849851972703,0.06542520401105265,0.052445982154870556,0.10608768502791223,0.00904044431301587,0.0006322678765197862,8.913450396648773e-05,0.0,93.38458807497453,2367.5581362099765,0.43640160647254345,0.23257092655258432
R_2,0.5184400753646686,0.05771470647347972,0.02515719590443761,0.08312908977935227,0.06331790141981483,0.23901104783913493,0.007113604765330565,-6.938893903907228e-18,0.00325068870523416,0.0,93.57449833693373,2398.8538187465897,0.38848022482205813,0.23958111030470988
R_3,0.2756927920051069,0.1955051937154516,0.06374538328044319,0.0010022199517278896,0.062176166357941876,0.04566286274806233,-3.469446951953614e-18,0.006891981444665346,0.3445570674001345,0.0,93.4663206295249,2473.183246247281,0.42957402262807876,0.25170966618525087
R_4,0.0,0.4708180662973915,0.14668265302795563,0.18149990226850607,0.11878579678454253,0.0747908696534378,-3.469446951953614e-18,0.0,0.0074227119681665125,0.0,1.4210854715202004e-14,2281.929460872809,0.4481938525928316,0.22395518843143009
R_5,0.3900174614477374,0.10119514692482681,0.09024712043463619,0.05897449589631293,0.059749134853588286,0.00022618037885212272,0.004330181588260148,0.2900190141671256,0.0051546391752577345,0.0,93.87393314389064,2339.461153101666,0.44966974974437257,0.24503125961613623
R_6,0.16686643950421723,0.41173330449968937,0.028763351605997717,0.20299547434582002,0.10371865204920905,0.06927851572343131,0.010901549587843779,0.005585959323860686,-5.204170427930421e-18,0.0,93.30860313513327,2191.4501612907884,0.4950218552103507,0.20955789141377063
R_7,0.4989149434565835,0.044874776707137076,0.012155785667563167,0.36193779223071787,0.0478688420336812,0.023481524455737694,0.0022384928694687938,0.00635050187323824,0.0020288867871967077,0.0,94.73324732515104,2363.7554726308867,0.39587851828110504,0.2730281972389793
R_8,0.4051369336914432,0.07410510602845488,0.03385465290848288,0.11016959912075248,0.004174678449285901,0.05591423009665911,0.31066324594720773,0.005931236760632237,3.469446951953614e-18,0.0,93.1659804817205,1972.59019209273,0.44618976188653126,0.27140504638606266
L_0,0.2803885253762945,0.11256105672373726,0.30148978168239776,0.0228264736439151,0.1839314307262774,0.09078215739571416,1.0842021724855044e-18,0.003015082815156167,0.005005491636507682,0.0,91.27146262782749,2158.1048254673037,0.46574364621635,0.2244238463418038
L_1,0.3732150149485227,0.1346864929122511,1.0077394388907646e-05,0.4107858826768307,0.04831086921600629,0.026644266997169347,0.0053110582690989415,5.204170427930421e-18,5.204170427930421e-18,0.0,92.9682026273865,2283.084348998775,0.45789812155795645,0.2797865542590441
L_2,0.0,0.5930995829364201,0.010006555944055952,0.12591273897868116,0.14984396483278478,0.11686017156467718,-2.168404344971009e-19,0.004276985743380856,0.0,0.0,-1.4210854715202004e-14,2164.8127931537297,0.44244244523020715,0.24445432137286835
L_3,0.09828085139536558,0.519137735893485,0.04442013181636237,0.14114877709817125,0.11846908922426885,0.06524854177169273,3.78644452858764e-05,0.002726588943211733,0.010530419412156664,0.0,91.61602752111362,2136.143849264695,0.5563793698747771,0.2111334289340137
L_4,0.5223024203948121,0.04398993203042639,0.01010238561564003,0.10939513307725737,0.14061672614877913,0.15748378322018666,0.0012580189848416996,0.0034984198155686734,0.009978193389457804,0.0,91.95293240404766,2252.7139501200404,0.3879837294808366,0.22005396715560518
L_5,0.3082192179006404,0.2269803840594545,0.07343187230226866,0.05128624373228691,0.11301461682731372,0.0005450185306300481,2.168404344971009e-19,0.22652264664740576,0.0,0.0,75.81490355223005,2163.19163538274,0.3903565986574189,0.2518385616895175
