cluster,pct_FF,pct_SI,pct_FC,pct_SL,pct_CH,pct_CU,pct_FS,pct_KC,pct_ST,pct_KN,avg_velo_FF,spin_overall,groundball_rate,whiff_rate
R_0,0.18302208901433215,0.36512837069290394,0.022618412315252287,0.27728241407954546,0.10253780320945344,0.015003192957874056,0.00926438854568127,0.002628561813458913,0.022383508396959455,-3.3881317890172014e-21,95.5087135220506,2235.609744177475,0.493974880474101,0.21860680035673694
R_1,0.37313492616752353,0.11021562637367162,0.05965617365346339,0.05691508984166295,0.06272048959314167,0.04148820371747304,0.007163148354722829,0.0023064455803515835,0.2862956683884369,-6.776263578034403e-21,94.5104801811041,2468.5477718007005,0.3795853771175848,0.23864527379238631
R_2,0.37374229105485557,0.09971170406735014,0.04962264179307345,0.1266340403694934,0.2840255201766113,0.04163005148378805,0.0,0.0033107145673734097,0.021069173175032062,7.666135003741544e-05,94.06714331648581,2211.012292609272,0.395893524034846,0.235755599293336
R_3,0.37921690054418505,0.08192667820746428,0.0605999158090389,0.13657241075935211,0.06134221200665131,0.22411538773520365,0.009158942937295501,6.938893903907228e-18,0.04597735131668123,-3.3881317890172014e-21,95.0170577582694,2447.862952181338,0.4182240985782883,0.22493520831251246
R_4,0.19422435809366084,0.24085981755692473,0.21216450029298,0.03619731446408145,0.07048477608532487,0.06154555664749536,0.049060443846053056,0.000661265118895072,0.1301466034007434,-6.776263578034403e-21,94.04448003628188,2265.1468258958575,0.43155639048412914,0.19970105619441056
R_5,0.35379868381009894,0.1267408584639134,0.06253673407705373,0.12134503535577579,0.07033616665463593,0.0,0.01561579973677751,0.23994811965103943,0.009445507466561323,0.0,94.91498130318887,2338.0177641275654,0.4517032781217193,0.22845175715268104
R_6,0.46311627350600937,0.04186387167650024,0.018158807631802075,0.3743987083076647,0.043622671005231234,0.03552840335479672,0.012089507860506558,0.0012986613009198494,0.00983090272019907,-6.776263578034403e-21,96.06712400201876,2378.728391989573,0.3703836795495509,0.2586709452814115
R_7,0.0,0.46420747078420044,0.08450371637908487,0.22767057930518195,0.07756870395205914,0.058364863690664126,0.023790536948431692,0.0,0.0636761868991275,0.0,0.0,2285.215304151506,0.4799820319510877,0.22248739912609164
R_8,0.4121215914942777,0.056977875991043536,0.037116011222269096,0.1149753923588546,0.005503571462677728,0.046444150578813195,0.2877870137357332,0.009145735730369536,0.02977452097010312,-3.3881317890172014e-21,94.95995472554543,1990.5713389339244,0.41925249827559513,0.2598518025381034
R_9,0.0,0.07283626759665801,0.5379560760314407,0.2204584522965399,0.011569626928929377,0.09374868729237616,0.0,0.04194078947368422,0.021284556688037706,0.0,0.0,2657.8218786069347,0.4653552278247516,0.262736763679772
L_0,0.4424182236631767,0.08857282979842188,0.023675905324767134,0.3679257022762453,0.034338916678363016,0.024424289148916478,0.013401737712980324,-1.734723475976807e-18,0.005148741418764299,0.0,94.66433104928403,2344.6133266739075,0.3753583559467597,0.2916732816692582
