cluster,pct_FF,pct_SI,pct_FC,pct_SL,pct_CH,pct_CU,pct_FS,pct_KC,pct_ST,pct_KN,avg_velo_FF,spin_overall,groundball_rate,whiff_rate
R_0,0.38930634364756006,0.09569602606428357,0.0418852053447441,0.12234545075486203,0.06744494081397277,0.26371082040768,0.0008170802878441387,-6.938893903907228e-18,0.018278683768538615,0.0,93.2333845950177,2412.3563502460556,0.41715036311708015,0.22556949154830358
R_1,0.36497903130650133,0.09145197202282469,0.09493412018654533,0.11155654053044438,0.0544604025421414,0.0005475340687864996,0.010755684747262025,0.265458996568496,0.005180954194339837,0.0,94.63056888187391,2316.9054587962655,0.4700904796564878,0.24192957831389952
R_2,0.4455619304658664,0.0639067602360707,0.018599664435796075,0.20507205900729197,0.20492163580852724,0.04483972173351475,0.0012435454462218117,0.005806442422663923,0.009914682801067394,0.0,93.46544838037835,2177.3951201349228,0.3982019366454825,0.22425398563040427
R_3,0.4825881193145214,0.020059572728027636,0.010896051380003775,0.41114209348108566,0.032652268175021995,0.027268778229421864,0.004258836062116992,0.00814805298538172,0.0029580819718820275,0.0,95.94982460266515,2386.152175794246,0.3774207773400424,0.29256956510106996
R_4,0.21650872595056675,0.17376167897112463,0.34899729601460927,0.05128184368989813,0.09906738522715611,0.08465243467933754,0.004714108293810547,-3.469446951953614e-18,0.02091579761446699,0.0,93.61101537635248,2235.51122742944,0.4427599612800766,0.21818552581315326
R_5,0.11929359756085128,0.4282257806237909,0.020877631028761806,0.3011000812334379,0.08067454950340035,0.018715899053246415,0.007913134539362942,0.006556627387939357,0.01657448038781109,0.0,94.57568106293546,2226.058295258482,0.5075962751959954,0.22006857018430226
R_6,0.4179712981468227,0.10043386962567935,0.03693153817526524,0.12921046415265852,0.0015265639948758014,0.06068720480583426,0.24724913786889433,0.005885347076414072,3.078154338657241e-05,0.0,95.07814732934379,2045.9481078244323,0.4274345241228373,0.2568175382702501
R_7,0.3030979339705067,0.16529431132485406,0.054377118943723705,0.008356914950159083,0.07612102140816258,0.027507139496651074,0.002894543970163938,0.010094798308560792,0.3518687715304326,0.0,94.15129175312447,2371.5607596771274,0.4266717726540398,0.25011586402817065
L_0,0.31858585394354816,0.14845327782160384,0.016031984673746176,0.0007418397626112183,0.09159928076982227,0.03529799000854216,0.0,0.0,0.38928977302012613,1.0842021724855044e-19,93.31921043271743,2398.259811430823,0.4079010698201511,0.24962525222942708
L_1,0.3019859585924493,0.06294462922732029,0.30887472969612667,0.03970454673468997,0.12313850427694643,0.0961688415998185,0.005177304964539006,0.012149115986225225,0.04947445937414584,-1.0842021724855044e-19,90.75927224441855,2254.169492966185,0.39480002572280504,0.19903968266968292
L_2,0.22563018996383766,0.18398142774230994,0.09866511897852581,0.0,0.08587576454305998,0.0,0.0,0.4058474987722666,0.0,0.0,93.11247771836007,2234.6048646475474,0.4257020757020757,0.2626289844505381
L_3,0.3589185028725699,0.1300797045080597,0.004930000295682163,0.1424544493126092,0.21031169268705985,0.13084069388537692,0.007640818741064363,0.007451697444218286,0.006761969730476533,1.0842021724855044e-19,92.6901239155385,2116.0379830017164,0.4420074360353415,0.22972256340348166
L_4,0.5123234855012391,0.07164236753711518,0.010105329619151338,0.31832505970987146,0.04240853662786226,0.03834798543810651,0.00424454225284884,0.00048807991046257923,0.0010224956445582176,0.0008930376169634076,94.4992075749267,2307.590476041644,0.3878060414369894,0.26639242811117053
L_5,0.07741119593844842,0.4886048031408262,0.07971856085190633,0.12096233439186284,0.15342396975117206,0.05326088308803051,4.650297619047429e-05,0.0014980824544582952,0.025073667407104972,-1.0842021724855044e-19,92.37105772486625,2062.4920099972555,0.5572617516614035,0.2196742766504758
